id,name,site,phone,full_address,street,city,postal_code,state,reviews,working_hours,imported_at,dup_key,quality_score,is_primary,latitude,longitude,coord,has upick,upick offerings,upick source
106,"Warwick Valley Winery, Distillery & Orchard",http://www.wvwinery.com/,845-258-4858,"114 Little York Rd, Warwick, NY 10990",114 Little York Rd,Warwick,10990,New York,971,"{""Monday"": ""11AM-6PM"", ""Tuesday"": ""11AM-6PM"", ""Wednesday"": ""11AM-6PM"", ""Thursday"": ""11AM-6PM"", ""Friday"": ""11AM-6PM"", ""Saturday"": ""11AM-6PM"", ""Sunday"": ""11AM-6PM""}",2025-08-23 16:58:32.737089+00,"warwick valley winery, distillery & orchard|warwick|new york",1041,TRUE,41.2934814,-74.4377452,0101000020E6100000C87E7104049C52C0FD7D6BCC90A54440,Yes,apples; pumpkins,http://www.wvwinery.com/
107,Bush-N-Vine Farm,http://www.bushnvinefarm.com/,803-684-2732,"1650 Filbert Hwy, York, SC 29745",1650 Filbert Hwy,York,29745,South Carolina,960,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,bush-n-vine farm|york|south carolina,1030,TRUE,35.0351427,-81.2537736,0101000020E6100000A525A0D33D5054C0B998558E7F844140,Yes,strawberries; blueberries; blackberries; peaches; pumpkins,http://www.bushnvinefarm.com/
108,Ed Dunneback & Girls Farm,http://www.dunnebackgirls.com/,616-784-0058,"3025 6 Mile Rd NW, Grand Rapids, MI 49544",3025 6 Mile Rd NW,Grand Rapids,49544,Michigan,955,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""12-5PM""}",2025-08-23 16:58:32.737089+00,ed dunneback & girls farm|grand rapids|michigan,1025,TRUE,43.0587988,-85.7444897,0101000020E61000005F6D20B8A56F55C0A38515B886874540,Yes,apples; cherries; strawberries,http://www.dunnebackgirls.com/
109,Kelder's Farm,https://keldersfarm.com/,845-626-7137,"5755 US-209, Kerhonkson, NY 12446",5755 US-209,Kerhonkson,12446,New York,951,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""10AM-6PM""}",2025-08-23 16:58:32.737089+00,kelder's farm|kerhonkson|new york,1021,TRUE,41.789482,-74.2584646,0101000020E61000001E0B1BAF8A9052C0ED6305BF0DE54440,Yes,strawberries; blueberries; raspberries; peaches; apples; pumpkins; vegetables; flowers,https://keldersfarm.com/
111,Eckert's Orchard,https://eckerts.com/location/versailles-orchard/?utm_source=local,859-873-3097,"1396 Pinckard Pike, Versailles, KY 40383",1396 Pinckard Pike,Versailles,40383,Kentucky,929,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-10PM"", ""Saturday"": ""9AM-10PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,eckert's orchard|versailles|kentucky,999,TRUE,37.99848,-84.699025,0101000020E610000087855AD3BC2C55C0E4DA5031CEFF4240,Yes,apples; pumpkins,https://eckerts.com/location/versailles-orchard/
112,Flinchbaugh’s Orchard & Farm Market,http://www.flinchbaughsorchard.com/,717-252-2540,"110 Ducktown Rd, Hellam Township, PA 17406",110 Ducktown Rd,Hellam Township,17406,Pennsylvania,924,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,flinchbaugh’s orchard & farm market|hellam township|pennsylvania,994,TRUE,40.008341,-76.5807,0101000020E6100000613255302A2553C0A41B615111014440,Yes,"apples; peaches; pumpkins; flowers (sunflowers, zinnias)",https://www.flinchbaughsorchard.com/activities/pick-your-own/; https://www.flinchbaughsorchard.com/events/u-pick-flower-experience/; https://www.flinchbaughsorchard.com/festivals-farm-events/
115,Roba Family Farms,http://www.robafamilyfarms.com/,570-563-2904,"200 Cranston Ave, North Abington Township, PA 18414",200 Cranston Ave,North Abington Township,18414,Pennsylvania,901,,2025-08-23 16:58:32.737089+00,roba family farms|north abington township|pennsylvania,971,TRUE,41.5543005,-75.6884349,0101000020E6100000333B41510FEC52C006D49B51F3C64440,Yes,pumpkins; sunflowers,http://www.robafamilyfarms.com/
116,Cherry U-Pick at Third Coast Fruit Co.,https://www.cherryupick.com/,,"555 Wilson Rd, Traverse City, MI 49686",555 Wilson Rd,Traverse City,49686,Michigan,898,,2025-08-23 16:58:32.737089+00,cherry u-pick at third coast fruit co.|traverse city|michigan,948,TRUE,44.81866,-85.5628592,0101000020E61000002D1098E2056455C08E45D3D9C9684640,Yes,cherries; strawberries (seasonal),https://www.cherryupick.com/ | https://www.traversecity.com/blog/post/how-to-pick-cherries-in-traverse-city-advice-from-farmers/
117,Fink's Country Farm,http://www.finksfarm.com/,631-886-2272,"6242 Middle Country Rd, Manorville, NY 11949",6242 Middle Country Rd,Manorville,11949,New York,893,"{""Monday"": ""9:30AM-5PM"", ""Tuesday"": ""9:30AM-5PM"", ""Wednesday"": ""9:30AM-5PM"", ""Thursday"": ""9:30AM-5PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9:30AM-5PM"", ""Sunday"": ""9:30AM-5PM""}",2025-08-23 16:58:32.737089+00,fink's country farm|manorville|new york,963,TRUE,40.9133505,-72.8383729,0101000020E610000092D6CEE6A73552C084A44FABE8744440,Yes,strawberries; pumpkins (fall),https://www.finksfarm.com/fall-at-the-farm/ | https://www.instagram.com/reel/DLVPFt7u9QR/
118,Lull Farm,http://www.livefreeandfarm.com/,603-465-7079,"65 Broad St, Hollis, NH 03049",65 Broad St,Hollis,3049,New Hampshire,893,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM"", ""Sunday"": ""7AM-8PM""}",2025-08-23 16:58:32.737089+00,lull farm|hollis|new hampshire,963,TRUE,42.7437296,-71.5779152,0101000020E61000001FF70890FCE451C097881288325F4540,Yes,strawberries; apples,https://www.livefreeandfarm.com/pick-your-own.html | https://www.livefreeandfarm.com/frequently-asked-questions-and-answers.html
119,Abbott Farms,http://www.abbottfarms.com/,315-638-7783,"3275 Cold Springs Rd, Baldwinsville, NY 13027",3275 Cold Springs Rd,Baldwinsville,13027,New York,893,"{""Monday"": ""8:30AM-6PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8:30AM-6PM"", ""Thursday"": ""8:30AM-6PM"", ""Friday"": ""8:30AM-7PM"", ""Saturday"": ""8:30AM-7PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:32.737089+00,abbott farms|baldwinsville|new york,963,TRUE,43.1446729,-76.2826973,0101000020E6100000B88A6AB6171253C00A0F3FA484924540,Yes,strawberries; blueberries; cherries; apples; pumpkins,https://www.abbottfarms.com/abbott-farms-upick | https://www.abbottfarms.com/in-season-upick-crops | https://www.abbottfarms.com/plan-a-visit
121,Way Fruit Farm,http://www.wayfruitfarm.com/,814-692-5211,"2355 Halfmoon Valley Rd, Port Matilda, PA 16870",2355 Halfmoon Valley Rd,Port Matilda,16870,Pennsylvania,885,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,way fruit farm|port matilda|pennsylvania,955,TRUE,40.7868274,-78.0270252,0101000020E6100000BE8AE7C7BA8153C0614C9FC2B6644440,Yes,apples; strawberries; cherries; pumpkins,https://www.wayfruitfarm.com/seasonal-fruits | https://www.wayfruitfarm.com/events | https://www.facebook.com/wayfruitfarm/
122,Cherry Hill Orchards,http://cherryhillorchards.com/,717-872-9311,"400 Long Lane - Market & Farm #1 2183 New Danville Pike - Farm #2, Lancaster, PA 17603",400 Long Lane - Market & Farm #1 2183 New Danville Pike - Farm #2,Lancaster,17603,PA,878,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,cherry hill orchards|lancaster|pa,948,TRUE,39.973266,-76.323987,0101000020E61000001155F833BC1453C08527F4FA93FC4340,Yes,strawberries; cherries; peaches; apples; pumpkins,https://cherryhillorchards.com/ | https://www.discoverlancaster.com/directory/cherry-hill-orchards-farm-market/
123,Blooming Hill Farm,http://www.bloominghill.farm/,845-238-5004,"1251 NY-208, Monroe, NY 10950",1251 NY-208,Monroe,10950,New York,873,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""5-8:30PM"", ""Thursday"": ""5-8:30PM"", ""Friday"": ""10AM-1PM"", ""Saturday"": ""10AM-1PM"", ""Sunday"": ""10AM-1PM""}",2025-08-23 16:58:32.737089+00,blooming hill farm|monroe|new york,943,TRUE,41.386873,-74.181121,0101000020E61000009AE7887C978B52C04B5AF10D85B14440,Yes,flowers (bouquets),https://www.bloominghill.farm/events/ac3e022e-ccf7-4285-be77-56228d46c0ff
124,Confreda Greenhouses & Farms,http://confredafarms.com/,401-827-5000,"2150 Scituate Ave, Hope, RI 02831",2150 Scituate Ave,Hope,2831,Rhode Island,872,"{""Monday"": ""10AM-6:30PM"", ""Tuesday"": ""10AM-6:30PM"", ""Wednesday"": ""10AM-6:30PM"", ""Thursday"": ""10AM-6:30PM"", ""Friday"": ""10AM-6:30PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:32.737089+00,confreda greenhouses & farms|hope|rhode island,942,TRUE,41.7661936,-71.5453282,0101000020E61000008A2540A8E6E251C0C733C3A112E24440,Yes,pumpkins (fall),https://www.confredasfallfest.com/ | https://www.confredasfallfest.com/what-you-need-to-know
125,Creamy Acres Farm,http://www.creamyacres.com/,856-223-1669,"448 Lincoln Mill Rd, Mullica Hill, NJ 08062",448 Lincoln Mill Rd,Mullica Hill,8062,New Jersey,872,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,creamy acres farm|mullica hill|new jersey,942,TRUE,39.7064407,-75.2493132,0101000020E6100000831D5ABFF4CF52C01C881BA66CDA4340,Yes,pumpkins (fall),https://www.creamyacres.com/seasonal-events/
126,Solebury Orchards,http://www.soleburyorchards.com/,215-297-8079,"3325 Creamery Rd, New Hope, PA 18938",3325 Creamery Rd,New Hope,18938,Pennsylvania,869,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,solebury orchards|new hope|pennsylvania,939,TRUE,40.3838412,-75.026925,0101000020E6100000779CA223B9C152C0BF6D5CB521314440,Yes,apples; blueberries; cherries; peaches; flowers (seasonal),https://www.soleburyorchards.com/pick-your-own/ | https://soleburyorchards.com/pick-your-own/apple-picking-information/
127,Verrill Farm,https://verrillfarm.com/,978-369-4494,"11 Wheeler Rd, Concord, MA 01742",11 Wheeler Rd,Concord,1742,Massachusetts,867,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-7PM""}",2025-08-23 16:58:32.737089+00,verrill farm|concord|massachusetts,937,TRUE,42.4245643,-71.3741654,0101000020E6100000DD126F53F2D751C04AC67B1F58364540,Yes,strawberries,https://verrillfarm.com/farm/pyo-strawberries/
128,Wilkens Fruit & Fir Farm,http://wilkensfarm.com/,914-245-5111,"1335 White Hill Rd, Yorktown Heights, NY 10598",1335 White Hill Rd,Yorktown Heights,10598,New York,865,"{""Monday"": ""10AM-4:30PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""10AM-4:30PM"", ""Thursday"": ""10AM-4:30PM"", ""Friday"": ""10AM-4:30PM"", ""Saturday"": ""10AM-4:30PM"", ""Sunday"": ""10AM-4:30PM""}",2025-08-23 16:58:32.737089+00,wilkens fruit & fir farm|yorktown heights|new york,935,TRUE,41.2780064,-73.825319,0101000020E61000001D71C806D27452C0130AB6B695A34440,Yes,peaches; apples; pumpkins,https://wilkensfarm.com/ | https://wilkensfarm.com/pick-your-own/
129,Styer Orchard Inc.,http://www.styerorchard.com/,215-702-9633,"1121 Woodbourne Road, 97 Styer's Ln, Langhorne, PA 19047","1121 Woodbourne Road, 97 Styer's Ln",Langhorne,19047,PA,863,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""8AM-6PM""}",2025-08-23 16:58:32.737089+00,styer orchard inc.|langhorne|pa,933,TRUE,40.194879,-74.897761,0101000020E6100000F4A78DEA74B952C0AED689CBF1184440,Yes,peaches; nectarines; apples; pumpkins,https://www.styerorchard.com/eat | https://www.styerorchard.com/
131,"Belkin Family Lookout Farm - U-Pick Orchard - Taproom, Outdoor Dining and Market",http://www.lookoutfarm.com/,508-651-1539,"89 Pleasant St S, Natick, MA 01760",89 Pleasant St S,Natick,1760,Massachusetts,860,,2025-08-23 16:58:32.737089+00,"belkin family lookout farm - u-pick orchard - taproom, outdoor dining and market|natick|massachusetts",930,TRUE,42.263084,-71.309117,0101000020E6100000CF68AB92C8D351C0E90C8CBCAC214540,Yes,apples; peaches; nectarines; Asian pears,https://www.lookoutfarm.com/u-pick-fruit; https://www.lookoutfarmorchard.com/
132,Lee Family Farms LLC,http://www.leefarmsoregon.com/,503-638-1869,"21975 SW 65th Ave, Tualatin, OR 97062",21975 SW 65th Ave,Tualatin,97062,Oregon,860,"{""Sunday"": ""9AM-5PM"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",2025-08-23 16:58:32.737089+00,lee family farms llc|tualatin|oregon,930,TRUE,45.361756,-122.744398,0101000020E61000004D4D8237A4AF5EC0DE9046054EAE4640,Yes,strawberries; pumpkins; sunflowers,https://www.leefarmsoregon.com/ | https://www.leefarmsoregon.com/pumpkin-patch
133,Cullipher Farm,http://www.cullipherfarm.com/,757-721-7456,"772 Princess Anne Rd, Virginia Beach, VA 23457",772 Princess Anne Rd,Virginia Beach,23457,Virginia,859,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,cullipher farm|virginia beach|virginia,929,TRUE,36.627417,-76.0370185,0101000020E610000035B6D7825E0253C02BFA43334F504240,Yes,strawberries; blueberries; peaches; apples; pumpkins; sunflowers,https://www.cullipherfarm.com/plan-your-visit
135,Farms View Roadstand,http://www.farmsview.com/,973-839-1212,"945 Black Oak Ridge Rd, Wayne, NJ 07470",945 Black Oak Ridge Rd,Wayne,7470,New Jersey,853,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-1PM""}",2025-08-23 16:58:32.737089+00,farms view roadstand|wayne|new jersey,923,TRUE,40.971782,-74.27436,0101000020E610000028D53E1D8F9152C0B56B425A637C4440,Yes,pumpkins,https://www.pumpkinpatchesandmore.org/pumpkinfarms.php?PAGGE=view&PS=NJpumpkins&ID=3728 | https://www.facebook.com/reel/DLuqvB8AZIf/
137,Mother Nature's Farm,http://www.mothernaturesfarm.com/,480-892-5874,"1663 E Baseline Rd, Gilbert, AZ 85233",1663 E Baseline Rd,Gilbert,85233,Arizona,847,,2025-08-23 16:58:32.737089+00,mother nature's farm|gilbert|arizona,917,TRUE,33.3785602,-111.7950503,0101000020E6100000334BA71AE2F25BC09B481FA974B04040,Yes,peaches; apples; pumpkins,https://www.mothernaturesfarm.com/pumpkinpatch | https://www.mothernaturesfarm.com/ | https://www.yelp.com/biz/mother-natures-farm-gilbert
138,Tuttle Orchards,https://www.indianapolisorchard.com/,317-326-2278,"5717 N 300 W, Greenfield, IN 46140",5717 N 300 W,Greenfield,46140,Indiana,844,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,tuttle orchards|greenfield|indiana,914,TRUE,39.867225,-85.8598575,0101000020E6100000196EC0E7077755C005A3923A01EF4340,Yes,apples; pumpkins; sunflowers,https://indianapolisorchard.com/activities/apple-picking-in-indianapolis/
139,Ochs Orchard,http://www.ochsorchard.com/,845-986-1591,"4 Ochs Ln, Warwick, NY 10990",4 Ochs Ln,Warwick,10990,New York,843,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,ochs orchard|warwick|new york,913,TRUE,41.2339691,-74.365234,0101000020E6100000C9586DFE5F9752C0256310B3F29D4440,Yes,apples; raspberries; tomatoes; vegetables (seasonal),https://www.ochsorchard.com/pick-your-own
140,Liberty Ridge Farm,https://www.libertyridgefarmny.com/,518-664-1515,"29 Bevis Rd, Schaghticoke, NY 12154",29 Bevis Rd,Schaghticoke,12154,New York,831,,2025-08-23 16:58:32.737089+00,liberty ridge farm|schaghticoke|new york,901,TRUE,42.9240912,-73.6410594,0101000020E6100000C772011E076952C0BD42D59E48764540,Yes,pumpkins; potatoes (seasonal),https://www.libertyridgefarmny.com/farm-attractions/pumpkin-patch | https://www.libertyridgefarmny.com/
141,Jeter Mountain Farm Apple Orchard,https://www.jetermountainfarm.com/,828-513-0656,"1126 Jeter Mountain Rd, Hendersonville, NC 28739",1126 Jeter Mountain Rd,Hendersonville,28739,North Carolina,828,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""10AM-3PM"", ""Friday"": ""10AM-3PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:32.737089+00,jeter mountain farm apple orchard|hendersonville|north carolina,898,TRUE,35.254781,-82.5561007,0101000020E610000018F2632797A354C03352EFA99CA04140,Yes,apples; peaches; blueberries; blackberries; pumpkins; flowers,https://www.jetermountainfarm.com/u-pick
142,Weaver's Orchard Inc,http://www.weaversorchard.com/,610-856-7300,"40 Fruit Ln, Morgantown, PA 19543",40 Fruit Ln,Morgantown,19543,Pennsylvania,818,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,weaver's orchard inc|morgantown|pennsylvania,888,TRUE,40.2106373,-75.8980348,0101000020E6100000DF2AF46679F952C0AC68BD29F61A4440,Yes,apples; peaches; strawberries; blueberries; cherries; pumpkins,https://www.weaversorchard.com/pick-your-own/
145,Bishop's Orchards Farm Market & Winery,http://www.bishopsorchards.com/,203-453-2338,"1355 Boston Post Rd, Guilford, CT 06437",1355 Boston Post Rd,Guilford,6437,Connecticut,798,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,bishop's orchards farm market & winery|guilford|connecticut,868,TRUE,41.2898747,-72.6945481,0101000020E6100000EFBFDF79732C52C00A383A9D1AA54440,Yes,strawberries; blueberries; raspberries; peaches; pears; apples; pumpkins; flowers,https://bishopsorchards.com/pick-your-own/calendar/; https://bishopsorchards.com/pick-your-own/
146,"Oak Grove Farms, Inc",http://www.oakgrovefarmsinc.com/,717-766-2216,"846 Fisher Rd, Mechanicsburg, PA 17055",846 Fisher Rd,Mechanicsburg,17055,Pennsylvania,781,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:32.737089+00,"oak grove farms, inc|mechanicsburg|pennsylvania",851,TRUE,40.184944,-77.0232079,0101000020E610000091E0FC3C7C4153C0B4CBB73EAC174440,Yes,strawberries; raspberries; pumpkins,https://www.oakgrovefarmsinc.com/produce
147,Milky Way Farm,https://www.milkywayfarm.com/,610-363-8500,"521 E Uwchlan Ave, Chester Springs, PA 19425",521 E Uwchlan Ave,Chester Springs,19425,Pennsylvania,772,"{""Monday"": ""Closed"", ""Tuesday"": ""1-9PM"", ""Wednesday"": ""1-9PM"", ""Thursday"": ""1-9PM"", ""Friday"": ""1-9PM"", ""Saturday"": ""1-9PM"", ""Sunday"": ""1-9PM""}",2025-08-23 16:58:32.737089+00,milky way farm|chester springs|pennsylvania,842,TRUE,40.068005,-75.648422,0101000020E61000007100FDBE7FE952C0747B4963B4084440,Yes,pumpkins,https://www.milkywayfarm.com/pumpkin-harvest-season/
148,Elwood Pumpkin Farm,https://04859b1.rcomhost.com/,631-368-8626,"1500 E Jericho Tpke, Huntington, NY 11743",1500 E Jericho Tpke,Huntington,11743,New York,770,"{""Monday"": ""3-7PM"", ""Tuesday"": ""3-7PM"", ""Wednesday"": ""3-7PM"", ""Thursday"": ""3-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",2025-08-23 16:58:32.737089+00,elwood pumpkin farm|huntington|new york,840,TRUE,40.8308724,-73.3476447,0101000020E61000002D488ECF3F5652C01393DC065A6A4440,Yes,pumpkins,https://elwoodpumpkinfarm.com/
149,Detering Orchards,http://deteringorchards.com/,541-995-6341,"30946 Wyatt Dr, Harrisburg, OR 97446",30946 Wyatt Dr,Harrisburg,97446,Oregon,769,"{""Sunday"": ""9AM-5PM"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",2025-08-23 16:58:32.737089+00,detering orchards|harrisburg|oregon,839,TRUE,44.2169148,-123.1364643,0101000020E61000009464C2D4BBC85EC05A023ADDC31B4640,Yes,apples; peaches; pears; pumpkins; peppers (seasonal),https://www.deteringorchards.com/activities/upick/
150,Iron Kettle Farm,http://www.ironkettlefarm.com/,607-659-7707,"707 Owego Rd, Candor, NY 13743",707 Owego Rd,Candor,13743,New York,766,,2025-08-23 16:58:32.737089+00,iron kettle farm|candor|new york,836,TRUE,42.1948499,-76.3134303,0101000020E6100000D404F63D0F1453C07F106ED7F0184540,Yes,pumpkins,https://www.ironkettlefarm.com/ | https://www.fingerlakestravelny.com/listing/iron-kettle-farm/
151,Apple Ridge Orchards,https://appleridgeorchards.com/,845-987-7717,"101 Jessup Rd, Warwick, NY 10990",101 Jessup Rd,Warwick,10990,New York,762,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",2025-08-23 16:58:32.737089+00,apple ridge orchards|warwick|new york,832,TRUE,41.2908643,-74.3831829,0101000020E6100000BBF89111869852C07709980A3BA54440,Yes,apples; peaches; pumpkins,https://appleridgeorchards.com/
152,Dr Davies Farm,http://www.drdaviesfarm.com/,845-268-7020,"306 NY-304, Congers, NY 10920",306 NY-304,Congers,10920,New York,757,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:32.737089+00,dr davies farm|congers|new york,827,TRUE,41.171538,-73.950537,0101000020E6100000D5282499D57C52C0B8020AF5F4954440,Yes,apples; peaches; flowers; pumpkins,https://www.drdaviesfarm.com/apple-picking
153,Wards Berry Farm,https://wardsberryfarm.com/,781-784-3600,"614 S Main St, Sharon, MA 02067",614 S Main St,Sharon,2067,Massachusetts,757,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""9AM-7PM""}",2025-08-23 16:58:32.737089+00,wards berry farm|sharon|massachusetts,827,TRUE,42.098932,-71.216796,0101000020E6100000D57954FCDFCD51C09143C4CDA90C4540,Yes,strawberries; blueberries; raspberries; peaches; flowers; pumpkins,https://wardsberryfarm.com/farm/pick-your-own/
154,Amber Brooke Farms Williston,https://amberbrookefarms.com/,352-755-0064,"3250 NE 140th Ave, Williston, FL 32696",3250 NE 140th Ave,Williston,32696,Florida,756,,2025-08-23 16:58:32.737089+00,amber brooke farms williston|williston|florida,826,TRUE,29.3792184,-82.5415047,0101000020E610000056485403A8A254C09C0A027514613D40,Yes,strawberries; blueberries; peaches; sunflowers,https://amberbrookefarms.com/locations/williston/
